variant,alpha_late,beta_fn,gamma_fp,f1,balanced_acc,precision,recall,specificity,fpr,fnr,avg_early_detection,avg_late_detection,early_detection_rate,composite
C,0.5,450,300,0.888888888888889,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,8.6,2.0,0.47619047619047616,0.8285714285714287
C,1.0,225,150,0.888888888888889,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,8.6,2.0,0.47619047619047616,0.8285714285714287
C,1.0,225,200,0.888888888888889,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,8.6,2.0,0.47619047619047616,0.8285714285714287
C,1.0,300,150,0.888888888888889,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,8.6,2.0,0.47619047619047616,0.8285714285714287
C,1.0,300,200,0.888888888888889,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,8.6,2.0,0.47619047619047616,0.8285714285714287
C,1.0,450,150,0.888888888888889,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,8.6,2.0,0.47619047619047616,0.8285714285714287
C,1.0,450,200,0.888888888888889,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,8.6,2.0,0.47619047619047616,0.8285714285714287
C,1.0,450,300,0.888888888888889,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,8.6,2.0,0.47619047619047616,0.8285714285714287
C,1.5,225,150,0.888888888888889,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,8.6,2.0,0.47619047619047616,0.8285714285714287
C,1.5,225,200,0.888888888888889,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,8.6,2.0,0.47619047619047616,0.8285714285714287
C,1.5,300,150,0.888888888888889,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,8.6,2.0,0.47619047619047616,0.8285714285714287
C,1.5,300,200,0.888888888888889,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,8.6,2.0,0.47619047619047616,0.8285714285714287
C,1.5,450,150,0.888888888888889,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,8.6,2.0,0.47619047619047616,0.8285714285714287
C,1.5,450,200,0.888888888888889,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,8.6,2.0,0.47619047619047616,0.8285714285714287
C,1.5,450,300,0.923076923076923,0.9285714285714286,1.0,0.8571428571428571,1.0,0.0,0.14285714285714285,8.6,2.0,0.47619047619047616,0.8673992673992674
C,2.0,225,150,0.888888888888889,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,8.6,2.0,0.47619047619047616,0.8285714285714287
C,2.0,225,200,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.14285714285714285,8.6,2.0,0.47619047619047616,0.7904761904761906
C,2.0,300,150,0.888888888888889,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,8.6,2.0,0.47619047619047616,0.8285714285714287
C,2.0,300,200,0.888888888888889,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,8.6,2.0,0.47619047619047616,0.8285714285714287
C,2.0,450,150,0.888888888888889,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,8.6,2.0,0.47619047619047616,0.8285714285714287
C,2.0,450,200,0.888888888888889,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,8.6,2.0,0.47619047619047616,0.8285714285714287
C,2.0,450,300,0.888888888888889,0.8571428571428571,0.9230769230769231,0.8571428571428571,0.8571428571428571,0.14285714285714285,0.14285714285714285,8.6,2.0,0.47619047619047616,0.8285714285714287
D,0.5,225,150,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,0.5,225,200,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.14285714285714285,7.909090909090909,0.0,0.5238095238095238,0.7952380952380953
D,0.5,300,150,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,0.5,300,200,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,0.5,450,150,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,0.5,450,200,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,0.5,450,300,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,1.0,225,150,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,1.0,225,200,0.8571428571428571,0.7857142857142857,0.8571428571428571,0.8571428571428571,0.7142857142857143,0.2857142857142857,0.14285714285714285,7.909090909090909,0.0,0.5238095238095238,0.7952380952380953
D,1.0,300,150,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,1.0,300,200,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,1.0,450,150,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,1.0,450,200,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,1.0,450,300,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,1.5,225,150,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,1.5,225,200,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,1.5,300,150,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,1.5,300,200,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,1.5,450,150,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,1.5,450,200,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,1.5,450,300,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,2.0,225,150,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,2.0,225,200,0.8666666666666666,0.75,0.8125,0.9285714285714286,0.5714285714285714,0.42857142857142855,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.7980952380952382
D,2.0,300,150,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,2.0,300,200,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,2.0,450,150,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,2.0,450,200,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
D,2.0,450,300,0.896551724137931,0.8214285714285714,0.8666666666666667,0.9285714285714286,0.7142857142857143,0.2857142857142857,0.07142857142857142,7.909090909090909,3.0,0.5238095238095238,0.8356321839080461
